Gene1,Gene2
"AI450948-71250311","Fndc3b-74988759",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Nog-75084476","Satb1-79488931",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Nrp1-74272479","Tdg-71020392",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Nr4a2-732","Tmem86b-72472763",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Cbfb-1168","Hap1-549",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Cadm2-73635999","Thnsl1-74988343",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"158303","Insrr-71670480",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Camk2g-189","Dach2-74819331",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"BC032203-77867708","Rfx4-71249068",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"C230030N03Rik-73992924","Stxbp2-75774667",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Chat-252","Susd2-75146000",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Cyr61-80343407","Fat4-74363356",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Nr2f2-112646890","Tmem29-75080656",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Acpl2-80343348","Tbl3-77413694",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Ccnd2-205","Cdh2-79556666",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Cst3-69120555","Trappc10-1063",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Matk-76135823","Ptprk-74743303",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Anxa3-72283800","Cab39l-77371789",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"9430020K01Rik-75988537","Prkcq-77869867",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Nr4a2-732","Pcnt-1255",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"Kcnj4-74357568","Tmem86b-72472763",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
"2010300C02Rik-70743898","Ptprk-74743303",[939]_DEN_cleanedPairs90,[773]_DEN_cleanedPairs90
