Gene1,Gene2
"Chat-252","Rassf4-74988636",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Ccdc85a-75081006","Grik3-75749418",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Filip1l-74363347","Traip-77887842",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Ccdc85a-75081006","Rassf4-74988636",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Grik3-75749418","Slco1a5-67850945",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Gnal-71670716","Traip-77887842",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Grin2b-74988710","Lims2-75145999",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Mylk-74819252","Pou2f1-1563",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Eps8l2-74658244","Slc22a23-72128754",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Cct2-356082","Leprel4-2547",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Dnajc6-71358627","Gria4-71358628",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Mmgt1-77414585","Slc22a23-72128754",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Nol4-76115737","Slc12a2-74882926",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Acan-77869840","N4bp2-74363354",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"E130012A19Rik-74363349","Fbln7-73929875",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Col9a2-74750022","Meis3-74047845",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Bpgm-77414641","Myo10-74743255",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Prpf6-67850946","Rprm-75651169",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Arhgdia-75774677","Nfix-2423",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Hbb-b1-67936011","Krt73-74750042",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Dbi-71836880","Filip1l-74363347",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Ifnar1-588","Krt73-74750042",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Chat-252","Slco1a5-67850945",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Cep72-74988742","Meis3-74047845",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"LOC434300-75988611","Rgs2-73635771",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Terf2ip-112196711","Zfand3-77414923",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Rbm18-356083","Trim28-1071",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Ntf5-1393","P2rx3-75888751",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Gm261-73636032","Slc22a3-73931644",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"gene1","gene2",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Aph1a-1990","Ms4a6b-293474",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Myc-112194721","Mylk3-73992942",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Acan-77869840","Fhdc1-73925717",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Ntf5-1393","Yme1l1-356849",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Aldh5a1-77925007","Hbb-b1-67936011",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Slc22a23-72128754","Tnfaip8-75038412",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Fhdc1-73925717","Grik3-75749418",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Dok2-2155","Rbm18-356083",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Grik3-75749418","LOC434300-75988611",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Chat-252","N4bp2-74363354",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Oprd1-112646675","Traip-77887842",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Gm261-73636032","Gnal-71670716",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Ccdc85a-75081006","Fhdc1-73925717",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Rassf4-74988636","Slco1a5-67850945",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Galr2-80517343","Zfp790-356855",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"AW046396-72340236","Nkx2-1-74988460",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Ero1lb-72340145","Zfp790-356855",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
"Dpysl5-73635770","Rassf4-74988636",[1107]_DEN_cleanedPairs90,[978]_DEN_cleanedPairs90
