"","gene1","gene2"
"403","Camk4-75038464","Gata2-100"
"404","Rgag1-75041526","Gata2-100"
"405","Ociad2-75041527","Gata2-100"
"406","Fam46a-75042237","Gata2-100"
"407","5330421K23Rik*-75043138","Gata2-100"
"408","Ybx2-75080250","Gata2-100"
"409","Ccdc85a-75081006","Gata2-100"
"410","Pde11a-75081007","Gata2-100"
"411","Gdf1-75081205","Gata2-100"
"412","Rarres1-75084131","Gata2-100"
"413","Slc35f1-75084145","Gata2-100"
"414","Ggt7-75145998","Gata2-100"
"415","Lims2-75145999","Gata2-100"
"416","Susd2-75146000","Gata2-100"
"417","Chrna1-75551465","Gata2-100"
"418","Fezf2-75651163","Gata2-100"
"419","Coro1c-75651191","Gata2-100"
"420","Csk-75651192","Gata2-100"
"421","Laptm4b-75651225","Gata2-100"
"422","Cysltr1-75651227","Gata2-100"
"423","Gcg-75749416","Gata2-100"
"424","Gabre-75749417","Gata2-100"
"425","Grik3-75749418","Gata2-100"
"426","Mri1-75773703","Gata2-100"
"427","Arhgdia-75774677","Gata2-100"
"428","P2rx3-75888751","Gata2-100"
"429","Rnasek-75934529","Gata2-100"
"430","Tmod1-75988526","Gata2-100"
"431","Igfn1-75988547","Gata2-100"
"432","LOC434300-75988611","Gata2-100"
"433","Vav3-76085746","Gata2-100"
"434","Nin-76115736","Gata2-100"
"435","Zim2-76135811","Gata2-100"
"436","Kcng1-77340480","Gata2-100"
"437","BC031353-77371767","Gata2-100"
"438","Klhl36-77371861","Gata2-100"
"439","Pcp2-77413702","Gata2-100"
"440","Bpgm-77414641","Gata2-100"
"441","Zfand3-77414923","Gata2-100"
"442","Rps5-77868800","Gata2-100"
"443","Vstm2b-77869820","Gata2-100"
"444","Acan-77869840","Gata2-100"
"445","Cdh13-77869863","Gata2-100"
"446","Traip-77887842","Gata2-100"
"447","Aldh5a1-77925007","Gata2-100"
"448","Cdh2-79556666","Gata2-100"
"449","Htr2b-79556708","Gata2-100"
"450","Zbtb20-79568020","Gata2-100"
"451","Cyp26b1-79568022","Gata2-100"
"452","Lhx2-79568024","Gata2-100"
"453","Bdnf-79587720","Gata2-100"
"454","Cd24a-79591541","Gata2-100"
"455","Magel2-79591571","Gata2-100"
"456","Esr1-79591677","Gata2-100"
"457","Tyr-79591699","Gata2-100"
"458","Tacr1-79591721","Gata2-100"
"459","Dbh-79907893","Gata2-100"
"460","Cdkn1a-80343383","Gata2-100"
"461","Galr2-80517343","Gata2-100"
"462","Myc-112194721","Gata2-100"
"463","Sigmar1-112196265","Gata2-100"
"464","Terf2ip-112196711","Gata2-100"
"465","Oprd1-112646675","Gata2-100"
"466","App-106","App-106"
"467","Aqp4-108","Aqp4-108"
"468","Col18a1-287","Aqp4-108"
"469","Ddx3x-337","Aqp4-108"
"470","Cntn1-414","Aqp4-108"
"471","Fgf13-427","Aqp4-108"
"472","Dnajc16-870","Aqp4-108"
"473","Wif1-1111","Aqp4-108"
"474","Xbp1-1119","Aqp4-108"
"475","Cnp-1175","Aqp4-108"
"476","Pde4d-1259","Aqp4-108"
"477","Rasgrf1-1274","Aqp4-108"
"478","Top2a-1301","Aqp4-108"
"479","Copb2-1341","Aqp4-108"
"480","Etv6-1353","Aqp4-108"
"481","Pknox1-1401","Aqp4-108"
"482","Fzd5-1500","Aqp4-108"
"483","Letmd1-1635","Aqp4-108"
"484","Mx2-1778","Aqp4-108"
"485","Crlf2-1882","Aqp4-108"
"486","Ergic1-1952","Aqp4-108"
"487","Aph1a-1990","Aqp4-108"
"488","Fam195a-1996","Aqp4-108"
"489","Btd-2069","Aqp4-108"
"490","Cct8-2079","Aqp4-108"
"491","Chrnb2-2097","Aqp4-108"
"492","Cr1l-2125","Aqp4-108"
"493","Irak1-2323","Aqp4-108"
"494","Optn-2452","Aqp4-108"
"495","Slc11a2-2571","Aqp4-108"
"496","Stc1-2639","Aqp4-108"
"497","Thpo-2671","Aqp4-108"
"498","Traf5-2693","Aqp4-108"
"499","Ezr-2715","Aqp4-108"
"500","Rarg-130913","Aqp4-108"
"501","Sbf1-276264","Aqp4-108"
"502","Ms4a6b-293474","Aqp4-108"
"503","Nsf-356092","Aqp4-108"
"504","Fam46a-73520967","Aqp4-108"
"505","Arf3-110","Arf3-110"
"506","Arhgap5-113","Arhgap5-113"
"507","Ndufv3-12","Arx-118"
"508","Arx-118","Arx-118"
"509","Avp-131","Arx-118"
"510","Cd1d1-219","Arx-118"
"511","Crh-292","Arx-118"
"512","Cxcl12-308","Arx-118"
"513","Entpd1-393","Arx-118"
"514","Fabp3-418","Arx-118"
"515","Grik1-527","Arx-118"
"516","Kcnj6-609","Arx-118"
"517","Lpl-649","Arx-118"
"518","Nrgn-736","Arx-118"
"519","Ntrk2-746","Arx-118"
"520","Rxrg-917","Arx-118"
"521","Slc6a3-978","Arx-118"
"522","Snca-986","Arx-118"
"523","Syt7-1035","Arx-118"
"524","Th-1056","Arx-118"
"525","Uchl1-1088","Arx-118"
"526","Ywhah-1127","Arx-118"
"527","Ywhaq-1130","Arx-118"
"528","Atp5o-1158","Arx-118"
"529","Cbfb-1168","Arx-118"
"530","ORF63-1247","Arx-118"
"531","Shroom1-1315","Arx-118"
"532","Mx1-1385","Arx-118"
"533","Gtf2h4-1458","Arx-118"
"534","Lmx1b-1508","Arx-118"
"535","Mtf2-1510","Arx-118"
"536","Rara-1528","Arx-118"
"537","Fkbp6-2222","Arx-118"
"538","Gnai2-2263","Arx-118"
"539","Gtf2i-2277","Arx-118"
"540","Leprotl1-2373","Arx-118"
"541","Mapre1-2401","Arx-118"
"542","Mtrr-2413","Arx-118"
"543","Pcsk1-2470","Arx-118"
"544","Pnrc1-2501","Arx-118"
"545","Leprel4-2547","Arx-118"
"546","Slc35c2-2615","Arx-118"
"547","Usp21-2711","Arx-118"
"548","Ptprcap-121091","Arx-118"
"549","Ssr2-121097","Arx-118"
"550","Pgf-121099","Arx-118"
"551","Tnfrsf11a-199393","Arx-118"
"552","Mlx-227539","Arx-118"
"553","Prpsap2-293663","Arx-118"
"554","Usp11-355883","Arx-118"
"555","Vps35-355884","Arx-118"
"556","Ncaph2-355887","Arx-118"
"557","Cct2-356082","Arx-118"
"558","Hectd1-357092","Arx-118"
"559","Apln-67850953","Arx-118"
"560","Smpd1-67881552","Arx-118"
"561","Cbln2-70231306","Arx-118"
"562","Phactr4-71924214","Arx-118"
"563","Cacng8-72108823","Arx-118"
"564","Clcn2-72119656","Arx-118"
"565","Gng12-73512194","Arx-118"
"566","Cpne8-73520974","Arx-118"
"567","Crym-73592526","Arx-118"
"568","Lypd6b-73635774","Arx-118"
"569","Filip1-73635796","Arx-118"
"570","Alox8-73718055","Arx-118"
"571","Khdrbs3-73769321","Arx-118"
"572","Spata2l-73817441","Arx-118"
"573","Scn5a-73907501","Arx-118"
"574","Csf2rb2-73992937","Arx-118"
"575","Cyld-73992938","Arx-118"
"576","Kcna1-73994714","Arx-118"
"577","Rplp0-74047927","Arx-118"
"578","Fez2-74272477","Arx-118"
"579","Slc26a10-74273116","Arx-118"
"580","Epn3-74357584","Arx-118"
"581","Gsto1-74511807","Arx-118"
"582","Ccdc37-74581372","Arx-118"
"583","3110082D06Rik-74581400","Arx-118"
"584","Mrc1-74581428","Arx-118"
"585","Hmx3-74641309","Arx-118"
"586","Chst10-74657931","Arx-118"
"587","Col19a1-74658066","Arx-118"
"588","Rapgef4-74749895","Arx-118"
"589","Fn3krp-74819239","Arx-118"
"590","Copg2-74819259","Arx-118"
"591","Uba6-74819486","Arx-118"
"592","Dbnl-74819497","Arx-118"
"593","Iscu-74819565","Arx-118"
"594","Ppapdc1a-74881927","Arx-118"
"595","Zmiz1-74988259","Arx-118"
"596","Hebp1-74988456","Arx-118"
"597","LOC545352-74988758","Arx-118"
"598","Casc1-75038484","Arx-118"
"599","Six3os1-75041431","Arx-118"
"600","Fam196a-75042244","Arx-118"
"601","Dok1-75042248","Arx-118"
"602","Cd33-75043153","Arx-118"
"603","9330182L06Rik-75081005","Arx-118"
"604","Nog-75084476","Arx-118"
"605","Dusp6-75650864","Arx-118"
"606","Bcl6-75651139","Arx-118"
"607","Cul4a-75749399","Arx-118"
"608","Zfp932-75774665","Arx-118"
"609","Susd4-75774678","Arx-118"
"610","Hmox2-75774681","Arx-118"
"611","Nrbp2-75774686","Arx-118"
"612","Rps15-75774687","Arx-118"
"613","Rps4y2-75934917","Arx-118"
"614","Rec8-77278975","Arx-118"
"615","Nmbr-77332086","Arx-118"
"616","Nsun7-77332090","Arx-118"
"617","Mpzl1-77332711","Arx-118"
"618","Hbb-77340464","Arx-118"
"619","C1qc-77340474","Arx-118"
"620","Postn-77371799","Arx-118"
"621","Rmnd1-77371805","Arx-118"
"622","Stat5a-77413690","Arx-118"
"623","Enpp2-77413700","Arx-118"
"624","Pias4-77414895","Arx-118"
"625","Ppp2r3d-77414925","Arx-118"
"626","Hcrtr1-77868713","Arx-118"
"627","Gbx2-77868786","Arx-118"
"628","Thbs4-77874596","Arx-118"
"629","Satb1-79488931","Arx-118"
"630","Gpr139-79490116","Arx-118"
"631","Galp-79556611","Arx-118"
"632","Cuedc2-79556640","Arx-118"
"633","Wnt5a-79556660","Arx-118"
"634","Tspo-79556668","Arx-118"
"635","Ngb-79556712","Arx-118"
"636","Gabrq-79591569","Arx-118"
"637","Chrm4-79591641","Arx-118"
"638","Stub1-79912552","Arx-118"
"639","Ankrd24-80343396","Arx-118"
"640","Pth1r-112202195","Arx-118"
"641","Ptger4-112203056","Arx-118"
"642","Grb7-112204995","Arx-118"
"643","Pwp2-112645814","Arx-118"
"644","Oxt-112648396","Arx-118"
"645","Dhrs3-112650553","Arx-118"
"646","Thbs4-112651416","Arx-118"
"647","Atp5j-124","Atp5j-124"
"648","Atp6v0a1-126","Atp6v0a1-126"
"649","Calm1-179","Atp6v0a1-126"
"650","Atp6v1b2-129","Atp6v1b2-129"
"651","Car8-191","Atp6v1b2-129"
"652","Snap91-984","Atp6v1b2-129"
"653","Stxbp1-1009","Atp6v1b2-129"
"654","Ndufv3-12","Avp-131"
"655","Arx-118","Avp-131"
"656","Avp-131","Avp-131"
"657","Cd1d1-219","Avp-131"
"658","Crh-292","Avp-131"
"659","Cxcl12-308","Avp-131"
"660","Entpd1-393","Avp-131"
"661","Fabp3-418","Avp-131"
"662","Grik1-527","Avp-131"
"663","Kcnj6-609","Avp-131"
"664","Lpl-649","Avp-131"
"665","Nrgn-736","Avp-131"
"666","Ntrk2-746","Avp-131"
"667","Rxrg-917","Avp-131"
"668","Slc6a3-978","Avp-131"
"669","Snca-986","Avp-131"
"670","Syt7-1035","Avp-131"
"671","Th-1056","Avp-131"
"672","Uchl1-1088","Avp-131"
"673","Ywhah-1127","Avp-131"
"674","Ywhaq-1130","Avp-131"
"675","Atp5o-1158","Avp-131"
