"","gene1","gene2"
"342","St6galnac5-73787946","Crhr1-297"
"343","St8sia3-73929595","Crhr1-297"
"344","St8sia6-73929596","Crhr1-297"
"345","Fbln7-73929875","Crhr1-297"
"346","Jdp2-73930842","Crhr1-297"
"347","Mgat5-73931638","Crhr1-297"
"348","Pde5a-73931641","Crhr1-297"
"349","Camk1d-73992927","Crhr1-297"
"350","Cxcl14-74272041","Crhr1-297"
"351","Ttll6-74363338","Crhr1-297"
"352","Ccdc88c-74363346","Crhr1-297"
"353","E130012A19Rik-74363349","Crhr1-297"
"354","Jup-74425547","Crhr1-297"
"355","Otc-74581369","Crhr1-297"
"356","Etfa-74581380","Crhr1-297"
"357","Magix-74581446","Crhr1-297"
"358","Aars-74641317","Crhr1-297"
"359","Ttpal-74641323","Crhr1-297"
"360","Pacrg-74743258","Crhr1-297"
"361","Rpl8-74749928","Crhr1-297"
"362","Sgcz-74749942","Crhr1-297"
"363","Prss39-74749944","Crhr1-297"
"364","Il13ra1-74819256","Crhr1-297"
"365","Itga5-74882636","Crhr1-297"
"366","Pde11a-75081007","Crhr1-297"
"367","Col5a1-75147768","Crhr1-297"
"368","Dtnbp1-75651202","Crhr1-297"
"369","Gabre-75749417","Crhr1-297"
"370","Stxbp2-75774667","Crhr1-297"
"371","Pomp-75774685","Crhr1-297"
"372","B3gnt2-75988600","Crhr1-297"
"373","Ddx26b-75988610","Crhr1-297"
"374","Kank4-76085741","Crhr1-297"
"375","Zim2-76135811","Crhr1-297"
"376","Plxna2-77280424","Crhr1-297"
"377","9630013P03Rik*-77280434","Crhr1-297"
"378","B3galt5-77280578","Crhr1-297"
"379","Svil-77332748","Crhr1-297"
"380","B230362M20Rik-77340460","Crhr1-297"
"381","Klhl36-77371861","Crhr1-297"
"382","Lef1-77866900","Crhr1-297"
"383","Fam114a2-79583813","Crhr1-297"
"384","Cry2-302","Cry2-302"
"385","Cryzl1-304","Cryzl1-304"
"386","Cxcl12-308","Cxcl12-308"
"387","Tnrc6a-314","Tnrc6a-314"
"388","Srgap3-316","Srgap3-316"
"389","D16Ertd472e-318","D16Ertd472e-318"
"390","Tomm70a-320","Tomm70a-320"
"391","Ubxn11-322","Ubxn11-322"
"392","Dbh-326","Dbh-326"
"393","Hars-554","Dbh-326"
"394","C130060K24Rik-1164","Dbh-326"
"395","Arhgap17-1413","Dbh-326"
"396","Sh2b3-1633","Dbh-326"
"397","Snhg7-1968","Dbh-326"
"398","Tspo-2071","Dbh-326"
"399","Nfkbie-2425","Dbh-326"
"400","Kcnj14-67853369","Dbh-326"
"401","Slc25a36-67881555","Dbh-326"
"402","Acvr1c-71250307","Dbh-326"
"403","Prox1-73520980","Dbh-326"
"404","Stard8-73521808","Dbh-326"
"405","Ptrf-73521818","Dbh-326"
"406","Robo1-73521820","Dbh-326"
"407","Pgr15l-73615804","Dbh-326"
"408","Atp10b-73635826","Dbh-326"
"409","Gsg1l-73636097","Dbh-326"
"410","Bnc2-73636164","Dbh-326"
"411","Lhfp-73769323","Dbh-326"
"412","Ogfrl1-73818756","Dbh-326"
"413","Bsn-73992923","Dbh-326"
"414","Heatr7a-73992940","Dbh-326"
"415","Dcbld2-73992944","Dbh-326"
"416","Ids-73994671","Dbh-326"
"417","Itpr3-74047776","Dbh-326"
"418","LOC381765-74425521","Dbh-326"
"419","St6gal1-74658241","Dbh-326"
"420","Htr3a-74724760","Dbh-326"
"421","Rnh1-74800925","Dbh-326"
"422","Ttc27-74819241","Dbh-326"
"423","Cd4-74819249","Dbh-326"
"424","Hdac6-74819462","Dbh-326"
"425","Gm2a-74988549","Dbh-326"
"426","Fmnl1-75041433","Dbh-326"
"427","Dpy19l1-75042226","Dbh-326"
"428","Cit-75079801","Dbh-326"
"429","Clcn5-75749741","Dbh-326"
"430","Alg5-75774105","Dbh-326"
"431","Tmem159-76135828","Dbh-326"
"432","Eya4-77280436","Dbh-326"
"433","Ece2-77332686","Dbh-326"
"434","Tm2d3-77414123","Dbh-326"
"435","Gprc5a-77414145","Dbh-326"
"436","Plcd3-77414915","Dbh-326"
"437","Tmem176b-77866852","Dbh-326"
"438","Kcnj2-79490118","Dbh-326"
"439","Dpp4-79568049","Dbh-326"
"440","Vim-79907904","Dbh-326"
"441","Dcn-329","Dcn-329"
"442","Ddc-334","Ddc-334"
"443","Ddx3x-337","Ddx3x-337"
"444","Ddx5-340","Ddx5-340"
"445","Dgkg-343","Dgkg-343"
"446","Dkk3-346","Dkk3-346"
"447","Dlx1-348","Dlx1-348"
"448","Camk2g-189","Dlx3-350"
"449","Cd44-224","Dlx3-350"
"450","Dlx3-350","Dlx3-350"
"451","Nrtn-741","Dlx3-350"
"452","Ogt-758","Dlx3-350"
"453","Homer1-1748","Dlx3-350"
"454","Tsen34-1944","Dlx3-350"
"455","Pttg1ip-1956","Dlx3-350"
"456","Apbb1-2033","Dlx3-350"
"457","Cpt1c-2117","Dlx3-350"
"458","Donson-2157","Dlx3-350"
"459","Erf-2195","Dlx3-350"
"460","Gabarap-2245","Dlx3-350"
"461","158303","Dlx3-350"
"462","Kpna4-2359","Dlx3-350"
"463","Mapk13-2397","Dlx3-350"
"464","Ptn-2507","Dlx3-350"
"465","Mef2a-199392","Dlx3-350"
"466","Slc22a3-73931644","Dlx3-350"
"467","Filip1l-74363347","Dlx3-350"
"468","Sart3-74819691","Dlx3-350"
"469","Cep72-74988742","Dlx3-350"
"470","A130014H13Rik-75041574","Dlx3-350"
"471","Tmem91-75651161","Dlx3-350"
"472","Zfp932-75774665","Dlx3-350"
"473","Gbx2-77868786","Dlx3-350"
"474","Nr1h3-112205214","Dlx3-350"
"475","Drd1a-352","Drd1a-352"
"476","Drd2-357","Drd2-357"
"477","Rcan1-362","Rcan1-362"
"478","Ripply3-367","Ripply3-367"
"479","Acsbg1-369","Acsbg1-369"
"480","Erdr1-378","Erdr1-378"
"481","Efna3-381","Efna3-381"
"482","Efna5-383","Efna5-383"
"483","Enc1-390","Enc1-390"
"484","Entpd1-393","Entpd1-393"
"485","Epha7-402","Epha7-402"
"486","Glrb-498","Epha7-402"
"487","Jam2-602","Epha7-402"
"488","Odz3-752","Epha7-402"
"489","Odz4-754","Epha7-402"
"490","Pcp4-772","Epha7-402"
"491","Sema4d-945","Epha7-402"
"492","Ctsl-1187","Epha7-402"
"493","Pla2g12a-1518","Epha7-402"
"494","Ube2g2-1547","Epha7-402"
"495","Igf2-2313","Epha7-402"
"496","Unc13c-2707","Epha7-402"
"497","Atp6v0a2-357094","Epha7-402"
"498","Eps8l3-404","Eps8l3-404"
"499","Ewsr1-408","Ewsr1-408"
"500","Extl3-411","Extl3-411"
"501","Lig1-637","Extl3-411"
"502","Cntn1-414","Cntn1-414"
"503","Fabp3-418","Fabp3-418"
"504","Fbxl5-422","Fbxl5-422"
"505","Fgf12-424","Fgf12-424"
"506","Fgf13-427","Fgf13-427"
"507","Fgfr1-440","Fgfr1-440"
"508","Fgfr2-445","Fgfr2-445"
"509","Fgfr3-448","Fgfr3-448"
"510","Fzd3-466","Fzd3-466"
"511","Fzd8-470","Fzd8-470"
"512","Gabrb2-472","Gabrb2-472"
"513","Gabrg2-474","Gabrg2-474"
"514","Slc6a1-476","Slc6a1-476"
"515","Gad1-479","Gad1-479"
"516","Gas5-483","Gas5-483"
"517","Gata2-485","Gata2-485"
"518","Ndufv3-12","Gdi2-491"
"519","Gdi2-491","Gdi2-491"
"520","Grm1-537","Gdi2-491"
"521","Lix1-643","Gdi2-491"
"522","Neurod6-698","Gdi2-491"
"523","Shroom1-1315","Gdi2-491"
"524","Cbs-1335","Gdi2-491"
"525","Cpt1a-1478","Gdi2-491"
"526","Suv39h2-1538","Gdi2-491"
"527","Ngfrap1-1786","Gdi2-491"
"528","Tcerg1-1872","Gdi2-491"
"529","Efha1-1946","Gdi2-491"
"530","Rfx7-1998","Gdi2-491"
"531","Ankrd10-2027","Gdi2-491"
"532","Agap3-2089","Gdi2-491"
"533","Fbxo2-2210","Gdi2-491"
"534","Lhx4-2377","Gdi2-491"
"535","Mtrr-2413","Gdi2-491"
"536","Traf2-2691","Gdi2-491"
"537","Ltn1-2747","Gdi2-491"
"538","Ube2i-45666","Gdi2-491"
"539","Dbndd2-45668","Gdi2-491"
"540","Arxes1-45841","Gdi2-491"
"541","Tnfrsf25-121096","Gdi2-491"
"542","Prrg2-276063","Gdi2-491"
"543","Prpsap2-293663","Gdi2-491"
"544","Zfand3-293694","Gdi2-491"
"545","Cep78-322963","Gdi2-491"
"546","Rer1-323586","Gdi2-491"
"547","Cd47-357100","Gdi2-491"
"548","E2f4-67855419","Gdi2-491"
"549","Smpd1-67881552","Gdi2-491"
"550","Cbln2-70231306","Gdi2-491"
"551","Dyrk1b-71717583","Gdi2-491"
"552","Cacng8-72108823","Gdi2-491"
"553","Gng12-73512194","Gdi2-491"
"554","BC100451-73615805","Gdi2-491"
"555","Cd8b1-73732149","Gdi2-491"
"556","C230081A13Rik-73931624","Gdi2-491"
"557","Kcna1-73994714","Gdi2-491"
"558","Slc10a3-74047876","Gdi2-491"
"559","Sqrdl-74047907","Gdi2-491"
"560","Rplp0-74047927","Gdi2-491"
"561","Fez2-74272477","Gdi2-491"
"562","Epn3-74357584","Gdi2-491"
"563","Col19a1-74658066","Gdi2-491"
"564","Fam105a-74819326","Gdi2-491"
"565","Iscu-74819565","Gdi2-491"
"566","Zmiz1-74988259","Gdi2-491"
"567","Fam196a-75042244","Gdi2-491"
"568","Dok1-75042248","Gdi2-491"
"569","9330182L06Rik-75081005","Gdi2-491"
"570","Nog-75084476","Gdi2-491"
"571","Plcb1-75084969","Gdi2-491"
"572","Hmox2-75774681","Gdi2-491"
"573","Nrbp2-75774686","Gdi2-491"
"574","Rps15-75774687","Gdi2-491"
"575","Sox2-77280331","Gdi2-491"
"576","Nsun7-77332090","Gdi2-491"
"577","Mpzl1-77332711","Gdi2-491"
"578","Hbb-77340464","Gdi2-491"
"579","C1qc-77340474","Gdi2-491"
"580","Postn-77371799","Gdi2-491"
"581","Enpp2-77413700","Gdi2-491"
"582","Tgfb2-77869842","Gdi2-491"
"583","Satb1-79488931","Gdi2-491"
"584","Cuedc2-79556640","Gdi2-491"
"585","Sssca1-79556714","Gdi2-491"
"586","Gabrq-79591569","Gdi2-491"
"587","Magel2-79591571","Gdi2-491"
"588","Ankrd24-80343396","Gdi2-491"
"589","Ptger4-112203056","Gdi2-491"
"590","Ghrh-496","Ghrh-496"
"591","Epha7-402","Glrb-498"
"592","Glrb-498","Glrb-498"
"593","Jam2-602","Glrb-498"
"594","Odz3-752","Glrb-498"
"595","Odz4-754","Glrb-498"
"596","Pcp4-772","Glrb-498"
"597","Sema4d-945","Glrb-498"
"598","Ctsl-1187","Glrb-498"
"599","Pla2g12a-1518","Glrb-498"
"600","Ube2g2-1547","Glrb-498"
"601","Igf2-2313","Glrb-498"
"602","Unc13c-2707","Glrb-498"
"603","Atp6v0a2-357094","Glrb-498"
"604","Gls-500","Gls-500"
"605","Glud1-503","Glud1-503"
"606","Gnao1-506","Gnao1-506"
"607","Gnas-509","Gnas-509"
"608","Gnb2-512","Gnb2-512"
"609","Gng4-515","Gng4-515"
"610","Grb10-522","Grb10-522"
"611","Grik1-527","Grik1-527"
"612","Ndufv3-12","Grm1-537"
"613","Gdi2-491","Grm1-537"
"614","Grm1-537","Grm1-537"
"615","Lix1-643","Grm1-537"
"616","Neurod6-698","Grm1-537"
"617","Shroom1-1315","Grm1-537"
"618","Cbs-1335","Grm1-537"
"619","Cpt1a-1478","Grm1-537"
"620","Suv39h2-1538","Grm1-537"
"621","Ngfrap1-1786","Grm1-537"
"622","Tcerg1-1872","Grm1-537"
"623","Efha1-1946","Grm1-537"
"624","Rfx7-1998","Grm1-537"
"625","Ankrd10-2027","Grm1-537"
"626","Agap3-2089","Grm1-537"
"627","Fbxo2-2210","Grm1-537"
"628","Lhx4-2377","Grm1-537"
"629","Mtrr-2413","Grm1-537"
"630","Traf2-2691","Grm1-537"
"631","Ltn1-2747","Grm1-537"
"632","Ube2i-45666","Grm1-537"
"633","Dbndd2-45668","Grm1-537"
"634","Arxes1-45841","Grm1-537"
"635","Tnfrsf25-121096","Grm1-537"
"636","Prrg2-276063","Grm1-537"
"637","Prpsap2-293663","Grm1-537"
"638","Zfand3-293694","Grm1-537"
"639","Cep78-322963","Grm1-537"
"640","Rer1-323586","Grm1-537"
"641","Cd47-357100","Grm1-537"
"642","E2f4-67855419","Grm1-537"
"643","Smpd1-67881552","Grm1-537"
"644","Cbln2-70231306","Grm1-537"
"645","Dyrk1b-71717583","Grm1-537"
"646","Cacng8-72108823","Grm1-537"
"647","Gng12-73512194","Grm1-537"
"648","BC100451-73615805","Grm1-537"
"649","Cd8b1-73732149","Grm1-537"
"650","C230081A13Rik-73931624","Grm1-537"
"651","Kcna1-73994714","Grm1-537"
"652","Slc10a3-74047876","Grm1-537"
"653","Sqrdl-74047907","Grm1-537"
"654","Rplp0-74047927","Grm1-537"
"655","Fez2-74272477","Grm1-537"
"656","Epn3-74357584","Grm1-537"
"657","Chrna7-74511738","Grm1-537"
"658","Col19a1-74658066","Grm1-537"
"659","Fam105a-74819326","Grm1-537"
"660","Iscu-74819565","Grm1-537"
"661","Zmiz1-74988259","Grm1-537"
"662","Fam196a-75042244","Grm1-537"
"663","Dok1-75042248","Grm1-537"
"664","9330182L06Rik-75081005","Grm1-537"
"665","Nog-75084476","Grm1-537"
"666","Plcb1-75084969","Grm1-537"
"667","Hmox2-75774681","Grm1-537"
"668","Nrbp2-75774686","Grm1-537"
"669","Rps15-75774687","Grm1-537"
"670","Sox2-77280331","Grm1-537"
"671","Nsun7-77332090","Grm1-537"
